young,hair_short,skin_dark,has_facial_hair,has_accessories,job_type_higher_ed,face_positive,main_hobby_Arts,main_hobby_Music,main_hobby_Sport,main_hobby_Travel,playerID
4.3478260869565215,3.4482758620689653,3.0303030303030303,-16.666666666666664,-9.090909090909092,27.27272727272727,-21.73913043478261,-30.0,-26.31578947368421,0.0,64.70588235294117,01J1TSQAXER19SYB115VJTTA76
14.285714285714285,-60.0,36.0,4.3478260869565215,8.333333333333332,10.0,23.809523809523807,-10.0,-11.11111111111111,-36.84210526315789,64.70588235294117,01J1TQTERTVXPBN1RB1E4KVWQV
47.82608695652174,57.89473684210527,-41.66666666666667,50.0,3.4482758620689653,42.857142857142854,12.0,-6.666666666666667,-11.11111111111111,14.285714285714285,0.0,01J1TRGQETB3P9YES33NNMCVAC
78.94736842105263,8.333333333333332,36.0,45.45454545454545,-15.384615384615385,3.4482758620689653,15.151515151515152,-25.0,-27.27272727272727,44.44444444444444,-4.3478260869565215,01J1TRJG53CGG2S18N88VE78AA
30.76923076923077,-42.857142857142854,-11.11111111111111,-9.090909090909092,-48.148148148148145,0.0,-30.0,66.66666666666666,-10.0,-44.44444444444444,-30.0,01J1TSBC1JBYGJ3PRK05CRMF3K
38.46153846153847,20.0,-20.0,-75.0,-78.57142857142857,-17.24137931034483,20.0,-41.17647058823529,-47.368421052631575,91.30434782608695,-33.33333333333333,01J1TSJPARN3CB8YRHEWD4PPG9
3.4482758620689653,-10.344827586206897,18.51851851851852,-50.0,-9.090909090909092,43.75,-36.36363636363637,100.0,-5.263157894736842,-52.0,-41.17647058823529,01J1TQNANBFZV7M6VRM670890H
21.73913043478261,10.0,-23.809523809523807,-100.0,14.285714285714285,15.384615384615385,-20.0,87.5,-11.11111111111111,-76.47058823529412,5.263157894736842,01J1TQYM9CW5N1SZKRHQ6QXMB3
-8.333333333333332,21.428571428571427,37.93103448275862,-9.67741935483871,16.666666666666664,-18.51851851851852,12.5,-80.95238095238095,-37.5,0.0,92.0,01J1TRAFFHAVG65MTKAT18D33R
-39.130434782608695,-13.043478260869565,-14.285714285714285,16.666666666666664,11.11111111111111,50.0,24.137931034482758,0.0,20.0,-29.411764705882355,6.666666666666667,01J1TRQWJ6NRHGJCTZ7QB4JQTK
4.0,-3.4482758620689653,9.090909090909092,4.3478260869565215,-9.090909090909092,23.076923076923077,-23.076923076923077,72.72727272727273,0.0,-73.91304347826086,6.666666666666667,01J1MWZXX64ZS0EMXHVHCWH4DA
36.0,-16.666666666666664,0.0,13.043478260869565,-25.925925925925924,16.129032258064516,38.46153846153847,41.17647058823529,5.88235294117647,-22.22222222222222,-28.57142857142857,01J1MXSK8ZQDH52WGQKJ57NKDX
-50.0,30.0,-23.809523809523807,-4.761904761904762,-23.076923076923077,-28.57142857142857,65.21739130434783,-26.31578947368421,-16.666666666666664,47.368421052631575,-14.285714285714285,01J1MXVVS1HEE2AF1K0VNF2ABG
65.21739130434783,-6.666666666666667,4.0,-42.857142857142854,6.666666666666667,20.0,50.0,50.0,42.857142857142854,-63.63636363636363,-20.0,01J1MW7XMJGA05QZQ4F2PBHCVQ
-42.857142857142854,-14.285714285714285,-11.11111111111111,42.857142857142854,30.434782608695656,36.84210526315789,28.000000000000004,10.0,41.66666666666667,-66.66666666666666,0.0,01J1MWB4213GBXXPEFP32QRYZT
-55.55555555555556,50.0,-4.0,-33.33333333333333,42.857142857142854,-7.6923076923076925,8.333333333333332,-5.88235294117647,-5.88235294117647,52.94117647058824,-28.000000000000004,01J1MWVG92N53460ZX8YM5YTKE
15.384615384615385,7.142857142857142,33.33333333333333,0.0,7.142857142857142,82.35294117647058,-10.0,-20.0,0.0,21.73913043478261,-11.11111111111111,01J1MX6FWV8HSSA91H691AJRPY
30.0,-30.76923076923077,-20.0,-100.0,-8.333333333333332,12.0,41.66666666666667,-20.0,-5.88235294117647,50.0,-4.3478260869565215,01J1MXES8XXA75N1VN97GMS1CM
-14.285714285714285,63.63636363636363,13.043478260869565,45.45454545454545,-27.27272727272727,-13.333333333333334,30.0,-55.55555555555556,-37.5,4.3478260869565215,100.0,01J1MXWRPDKMVSBEHHDPDBQZAV
-16.129032258064516,18.51851851851852,-9.090909090909092,-9.090909090909092,-42.857142857142854,85.18518518518519,-25.0,33.33333333333333,0.0,-37.5,-12.5,01J1MW8P5Z71SQP6SXJE5TA95J
-7.142857142857142,-41.17647058823529,17.24137931034483,-41.66666666666667,11.11111111111111,39.130434782608695,39.130434782608695,-12.5,-29.411764705882355,23.809523809523807,12.5,01J1TJNCATR75750Z353DBMTGV
-13.333333333333334,84.61538461538461,11.11111111111111,-71.42857142857143,-3.7037037037037033,0.0,-4.0,-25.0,-65.21739130434783,87.5,26.31578947368421,01J1TJPGMP6RF3APWFBDEKB1Y6
